ip.src,ip.dst,tcp.srcport
192.168.18.4,95.101.38.145,50160
192.168.18.4,2.19.54.72,65216
192.168.18.4,192.168.18.1,57757
192.168.18.4,192.168.18.1,64809
192.168.18.4,192.168.18.1,50161
192.168.18.4,2.17.112.163,51821
192.168.18.4,192.168.18.1,60310
192.168.18.4,192.168.18.1,55177
192.168.18.4,2.17.112.164,60776
192.168.18.4,2.18.188.86,55525
192.168.18.4,2.17.112.163,59514
192.168.18.4,2.18.188.73,58616
192.168.18.4,192.168.18.1,65325
192.168.18.4,192.168.18.1,62158
192.168.18.4,95.100.109.86,53980
192.168.18.4,192.168.18.1,61539
192.168.18.4,192.168.18.1,49475
192.168.18.4,185.76.11.123,59515
192.168.18.4,192.168.18.1,59515
192.168.18.4,192.168.18.1,65084
192.168.18.4,172.64.149.20,65085
192.168.18.4,104.18.38.236,65086
192.168.18.4,192.168.18.1,62730
192.168.18.4,192.168.18.1,63095
192.168.18.4,192.168.18.1,60261
192.168.18.4,192.168.18.1,56154
192.168.18.4,192.168.18.1,52020
192.168.18.4,192.168.18.1,51587
192.168.18.4,185.76.11.123,56509
192.168.18.4,192.168.18.1,53917
192.168.18.4,172.64.148.197,64739
192.168.18.4,192.168.18.1,53204
192.168.18.4,192.168.18.1,65276
192.168.18.4,104.18.36.146,53563
192.168.18.4,192.168.18.1,51606
192.168.18.4,192.168.18.1,64506
192.168.18.4,172.66.0.227,59210
192.168.18.4,192.168.18.1,59252
192.168.18.4,192.168.18.1,57011
192.168.18.4,172.66.0.227,57903
192.168.18.4,192.168.18.1,57797
192.168.18.4,192.168.18.1,58603
192.168.18.4,192.168.18.1,63565
192.168.18.4,192.168.18.1,61277
192.168.18.4,44.254.231.90,51617
192.168.18.4,192.168.18.1,50162
192.168.18.4,192.168.18.1,62157
192.168.18.4,192.168.18.1,52348
192.168.18.4,192.168.18.1,60210
192.168.18.4,104.18.38.236,60211
192.168.18.4,172.64.149.20,60212
192.168.18.4,192.168.18.1,57644
192.168.18.4,192.168.18.1,61204
192.168.18.4,192.168.18.1,52434
192.168.18.4,192.168.18.1,54327
192.168.18.4,192.168.18.1,64288
192.168.18.4,192.168.18.1,55658
192.168.18.4,192.168.18.1,54532
192.168.18.4,192.168.18.1,50412
192.168.18.4,192.168.18.1,58605
192.168.18.4,192.168.18.1,57108
192.168.18.4,192.168.18.1,63671
192.168.18.4,192.168.18.1,50255
192.168.18.4,192.168.18.1,50927
192.168.18.4,192.168.18.1,51274
192.168.18.4,192.168.18.1,64115
192.168.18.4,192.168.18.1,58542
192.168.18.4,216.239.34.157,60680
192.168.18.4,192.168.18.1,60467
192.168.18.4,192.168.18.1,59513
192.168.18.4,192.168.18.1,54739
192.168.18.4,192.168.18.1,57688
192.168.18.4,192.168.18.1,50397
192.168.18.4,216.239.34.157,56931
192.168.18.4,192.168.18.1,58353
192.168.18.4,192.168.18.1,59211
192.168.18.4,172.217.168.182,59212
192.168.18.4,192.168.18.1,54072
192.168.18.4,192.168.18.1,50929
192.168.18.4,192.168.18.1,60611
192.168.18.4,192.168.18.1,61238
192.168.18.4,192.168.18.1,50788
192.168.18.4,192.168.18.1,61858
192.168.18.4,192.168.18.1,52922
192.168.18.4,192.168.18.1,61578
192.168.18.4,192.168.18.1,57200
192.168.18.4,192.168.18.1,64926
192.168.18.4,192.168.18.1,60101
192.168.18.4,192.168.18.1,63973
192.168.18.4,192.168.18.1,64253
192.168.18.4,192.168.18.1,64992
192.168.18.4,34.175.83.78,56143
192.168.18.4,192.168.18.1,61016
192.168.18.4,192.168.18.1,61622
192.168.18.4,192.168.18.1,60202
192.168.18.4,192.168.18.1,53270
192.168.18.4,192.168.18.1,63112
192.168.18.4,192.168.18.1,63591
192.168.18.4,192.168.18.1,64362
192.168.18.4,192.168.18.1,59209
192.168.18.4,192.168.18.1,63306
192.168.18.4,192.168.18.1,50161
192.168.18.4,192.168.18.1,63093
192.168.18.4,192.168.18.1,52567
192.168.18.4,192.168.18.1,54993
192.168.18.4,192.168.18.1,64068
192.168.18.4,192.168.18.1,57371
192.168.18.4,192.168.18.1,59514
192.168.18.4,192.168.18.1,52579
192.168.18.4,192.168.18.1,54749
192.168.18.4,192.168.18.1,56357
192.168.18.4,192.168.18.1,55568
192.168.18.4,192.168.18.1,59517
192.168.18.4,192.168.18.1,62044
192.168.18.4,192.168.18.1,51695
192.168.18.4,192.168.18.1,62486
192.168.18.4,192.168.18.1,62734
192.168.18.4,192.168.18.1,63532
192.168.18.4,192.168.18.1,49519
192.168.18.4,192.168.18.1,54406
192.168.18.4,192.168.18.1,52920
192.168.18.4,192.168.18.1,51107
192.168.18.4,192.168.18.1,52123
192.168.18.4,192.168.18.1,56133
192.168.18.4,192.168.18.1,53540
192.168.18.4,192.168.18.1,62913
192.168.18.4,192.168.18.1,51375
192.168.18.4,192.168.18.1,56015
192.168.18.4,192.168.18.1,53165
192.168.18.4,192.168.18.1,54326
192.168.18.4,192.168.18.1,60215
192.168.18.4,192.168.18.1,60059
192.168.18.4,13.89.179.11,60060
192.168.18.4,192.168.18.1,61989
192.168.18.4,192.168.18.1,63168
192.168.18.4,192.168.18.1,60482
192.168.18.4,192.168.18.1,60871
192.168.18.4,192.168.18.1,61917
192.168.18.4,192.168.18.1,64999
192.168.18.4,192.168.18.1,54708
192.168.18.4,192.168.18.1,59209
192.168.18.4,192.168.18.1,59984
192.168.18.4,192.168.18.1,60756
192.168.18.4,172.64.149.20,60757
192.168.18.4,104.18.38.236,60758
192.168.18.4,192.168.18.1,52253
192.168.18.4,192.168.18.1,53842
192.168.18.4,192.168.18.1,63659
192.168.18.4,192.168.18.1,59213
192.168.18.4,192.168.18.1,52958
192.168.18.4,192.168.18.1,60099
192.168.18.4,35.227.159.135,50806
192.168.18.4,192.168.18.1,60940
192.168.18.4,192.168.18.1,61685
192.168.18.4,192.168.18.1,55358
192.168.18.4,192.168.18.1,62291
192.168.18.4,192.168.18.1,58675
192.168.18.4,192.168.18.1,54355
192.168.18.4,192.168.18.1,62124
192.168.18.4,192.168.18.1,63516
192.168.18.4,104.18.38.236,63517
192.168.18.4,172.64.149.20,63518
192.168.18.4,192.168.18.1,63336
192.168.18.4,192.168.18.1,55145
192.168.18.4,192.168.18.1,55406
192.168.18.4,192.168.18.1,63883
192.168.18.4,192.168.18.1,53180
192.168.18.4,192.168.18.1,57027
192.168.18.4,23.46.84.175,64312
192.168.18.4,192.168.18.1,49979
192.168.18.4,192.168.18.1,61542
192.168.18.4,192.168.18.1,56134
192.168.18.4,192.168.18.1,63779
192.168.18.4,192.168.18.1,60893
192.168.18.4,192.168.18.1,50161
192.168.18.4,192.168.18.1,49156
192.168.18.4,192.168.18.1,56461
192.168.18.4,192.168.18.1,50328
192.168.18.4,13.224.83.117,62938
192.168.18.4,192.168.18.1,63114
192.168.18.4,192.168.18.1,53169
192.168.18.4,23.46.84.175,58732
192.168.18.4,192.168.18.1,52417
192.168.18.4,192.168.18.1,49588
192.168.18.4,23.46.84.175,54356
192.168.18.4,192.168.18.1,61379
192.168.18.4,192.168.18.1,63638
192.168.18.4,192.168.18.1,55202
192.168.18.4,192.168.18.1,54838
192.168.18.4,172.64.153.66,51343
192.168.18.4,192.168.18.1,55062
192.168.18.4,192.168.18.1,61484
192.168.18.4,192.168.18.1,49918
192.168.18.4,192.168.18.1,64300
192.168.18.4,52.222.132.67,51852
192.168.18.4,34.107.254.252,65208
192.168.18.4,104.17.109.19,60092
192.168.18.4,192.168.18.1,49515
192.168.18.4,192.168.18.1,54412
192.168.18.4,172.64.153.66,58259
192.168.18.4,65.8.202.17,58280
192.168.18.4,144.21.35.228,62652
192.168.18.4,192.168.18.1,54682
192.168.18.4,192.168.18.1,60042
192.168.18.4,65.8.202.17,58280
192.168.18.4,144.21.35.228,62652
192.168.18.4,144.21.35.228,62652
192.168.18.4,192.168.18.1,51034
192.168.18.4,192.168.18.1,62618
192.168.18.4,192.168.18.1,60476
192.168.18.4,192.168.18.1,53656
192.168.18.4,192.168.18.1,52024
192.168.18.4,192.168.18.1,61708
192.168.18.4,95.100.109.77,63228
192.168.18.4,192.168.18.1,55245
192.168.18.4,192.168.18.1,51994
192.168.18.4,2.19.54.58,60786
192.168.18.4,192.168.18.1,60283
192.168.18.4,192.168.18.1,50332
192.168.18.4,192.168.18.1,58511
192.168.18.4,2.18.188.86,61022
192.168.18.4,2.19.54.58,54155
192.168.18.4,192.168.18.1,61024
192.168.18.4,192.168.18.1,56873
192.168.18.4,95.100.109.74,55438
192.168.18.4,192.168.18.1,50939
192.168.18.4,192.168.18.1,54936
192.168.18.4,192.168.18.1,56484
192.168.18.4,192.168.18.1,59563
192.168.18.4,192.168.18.1,57603
192.168.18.4,192.168.18.1,59733
192.168.18.4,95.100.109.74,64373
192.168.18.4,2.17.112.228,62666
192.168.18.4,192.168.18.1,61425
192.168.18.4,192.168.18.1,55135
192.168.18.4,2.17.112.152,50762
192.168.18.4,71.18.240.1,51018
192.168.18.4,2.17.112.197,57082
192.168.18.4,192.168.18.1,52689
192.168.18.4,192.168.18.1,54979
192.168.18.4,192.168.18.1,56603
192.168.18.4,192.168.18.1,59990
192.168.18.4,192.168.18.1,50670
192.168.18.4,192.168.18.1,62556
192.168.18.4,192.168.18.1,57138
192.168.18.4,71.18.240.1,62530
192.168.18.4,192.168.18.1,59775
192.168.18.4,192.168.18.1,56537
192.168.18.4,192.168.18.1,60005
192.168.18.4,192.168.18.1,63546
192.168.18.4,2.19.54.72,61904
192.168.18.4,192.168.18.1,52534
192.168.18.4,192.168.18.1,52878
192.168.18.4,192.168.18.1,62531
192.168.18.4,192.168.18.1,59526
192.168.18.4,192.168.18.1,62466
192.168.18.4,2.19.54.74,55460
192.168.18.4,95.101.38.141,49170
192.168.18.4,2.19.54.72,56548
192.168.18.4,192.168.18.1,59883
192.168.18.4,192.168.18.1,57559
192.168.18.4,192.168.18.1,61001
192.168.18.4,192.168.18.1,56265
192.168.18.4,2.17.112.206,62933
192.168.18.4,95.100.109.91,49598
192.168.18.4,192.168.18.1,62862
192.168.18.4,192.168.18.1,55873
192.168.18.4,192.168.18.1,59211
192.168.18.4,192.168.18.1,52186
192.168.18.4,2.17.112.163,62198
192.168.18.4,144.21.35.228,62652
192.168.18.4,2.17.112.163,49314
192.168.18.4,192.168.18.1,57823
192.168.18.4,192.168.18.1,63194
192.168.18.4,2.17.112.159,50162
192.168.18.4,2.17.112.228,50624
192.168.18.4,2.18.188.77,55643
192.168.18.4,192.168.18.1,58581
192.168.18.4,192.168.18.1,58639
192.168.18.4,144.21.35.228,62652
192.168.18.4,104.18.38.236,58640
192.168.18.4,172.64.149.20,58641
192.168.18.4,192.168.18.1,60376
192.168.18.4,192.168.18.1,60319
192.168.18.4,192.168.18.1,50843
192.168.18.4,192.168.18.1,53408
192.168.18.4,192.168.18.1,56745
192.168.18.4,192.168.18.1,50163
192.168.18.4,192.168.18.1,62897
192.168.18.4,192.168.18.1,49919
192.168.18.4,192.168.18.1,59613
192.168.18.4,192.168.18.1,52008
192.168.18.4,158.101.210.189,60745
192.168.18.4,158.101.210.189,60745
192.168.18.4,158.101.210.189,60745
192.168.18.4,192.168.18.1,64002
192.168.18.4,216.239.34.157,61012
192.168.18.4,192.168.18.1,62777
192.168.18.4,192.168.18.1,54217
192.168.18.4,192.168.18.1,50164
192.168.18.4,192.168.18.1,52802
192.168.18.4,192.178.25.118,60923
192.168.18.4,192.168.18.1,63579
192.168.18.4,192.168.18.1,52019
192.168.18.4,192.168.18.1,51551
192.168.18.4,192.168.18.1,52917
192.168.18.4,192.168.18.1,51382
192.168.18.4,192.168.18.1,55162
192.168.18.4,192.168.18.1,63623
192.168.18.4,192.168.18.1,49467
192.168.18.4,192.168.18.1,55577
192.168.18.4,192.168.18.1,55632
192.168.18.4,192.168.18.1,63909
192.168.18.4,192.168.18.1,54863
192.168.18.4,162.159.140.229,54753
192.168.18.4,192.168.18.1,65485
192.168.18.4,192.168.18.1,59513
192.168.18.4,162.159.140.229,52382
192.168.18.4,104.18.28.234,50614
192.168.18.4,104.18.28.234,58188
192.168.18.4,192.168.18.1,57609
192.168.18.4,192.168.18.1,52455
192.168.18.4,192.168.18.1,56466
192.168.18.4,192.168.18.1,63055
192.168.18.4,142.250.184.14,49489
192.168.18.4,104.16.79.73,52947
192.168.18.4,192.168.18.1,63105
192.168.18.4,192.168.18.1,58710
192.168.18.4,151.101.132.157,60010
192.168.18.4,158.101.210.189,60745
192.168.18.4,192.168.18.1,49920
192.168.18.4,192.168.18.1,64761
192.168.18.4,192.168.18.1,49277
192.168.18.4,192.168.18.1,59581
192.168.18.4,51.104.136.2,59582
192.168.18.4,158.101.210.189,60745
192.168.18.4,144.21.37.35,60907
192.168.18.4,144.21.37.35,60907
192.168.18.4,144.21.37.35,60907
192.168.18.4,104.18.38.236,60908
192.168.18.4,172.64.149.20,60909
192.168.18.4,13.224.83.117,62828
192.168.18.4,23.46.84.175,62853
192.168.18.4,23.46.84.175,63706
192.168.18.4,23.46.84.175,59772
192.168.18.4,65.8.202.17,55630
192.168.18.4,144.21.37.35,60907
192.168.18.4,95.100.109.77,50806
192.168.18.4,2.19.54.74,57928
192.168.18.4,192.168.18.1,54859
192.168.18.4,192.168.18.1,55040
192.168.18.4,13.107.246.43,56285
192.168.18.4,144.21.37.35,60907
192.168.18.4,192.168.18.1,54497
192.168.18.4,192.168.18.1,52184
192.168.18.4,2.18.188.78,63215
192.168.18.4,192.168.18.1,58782
192.168.18.4,192.168.18.1,50165
192.168.18.4,143.47.190.59,56178
192.168.18.4,143.47.190.59,56178
192.168.18.4,192.168.18.1,51983
192.168.18.4,192.168.18.1,60495
192.168.18.4,143.47.190.59,56178
192.168.18.4,143.47.190.59,56178
192.168.18.4,104.18.38.236,60496
192.168.18.4,172.64.149.20,60497
192.168.18.4,192.168.18.1,58150
192.168.18.4,192.168.18.1,55677
192.168.18.4,192.168.18.1,51999
192.168.18.4,192.168.18.1,62858
192.168.18.4,192.168.18.1,61168
192.168.18.4,192.168.18.1,53872
192.168.18.4,172.64.148.197,51602
192.168.18.4,192.168.18.1,63036
192.168.18.4,192.168.18.1,62894
192.168.18.4,192.168.18.1,55937
192.168.18.4,192.168.18.1,54507
192.168.18.4,172.64.151.110,52069
192.168.18.4,192.168.18.1,62070
192.168.18.4,192.168.18.1,56958
192.168.18.4,162.159.140.229,57447
192.168.18.4,192.168.18.1,53164
192.168.18.4,192.168.18.1,59514
192.168.18.4,162.159.140.229,55775
192.168.18.4,192.168.18.1,60735
192.168.18.4,192.168.18.1,61041
192.168.18.4,143.47.190.59,56178
192.168.18.4,192.168.18.1,62333
192.168.18.4,192.168.18.1,56455
192.168.18.4,35.167.201.173,56200
192.168.18.4,192.168.18.1,52057
192.168.18.4,192.168.18.1,49337
192.168.18.4,152.70.51.45,61459
192.168.18.4,152.70.51.45,61459
192.168.18.4,152.70.51.45,61459
192.168.18.4,192.168.18.1,60993
192.168.18.4,192.168.18.1,54492
192.168.18.4,192.168.18.1,63035
192.168.18.4,152.70.51.45,61459
192.168.18.4,192.168.18.1,51103
192.168.18.4,192.168.18.1,64350
192.168.18.4,152.70.51.45,61459
192.168.18.4,152.70.60.241,58142
192.168.18.4,152.70.60.241,58142
192.168.18.4,152.70.60.241,58142
192.168.18.4,172.64.149.20,58143
192.168.18.4,104.18.38.236,58144
192.168.18.4,192.168.18.1,55959
192.168.18.4,192.168.18.1,56420
192.168.18.4,192.168.18.1,62011
192.168.18.4,192.168.18.1,55930
192.168.18.4,192.168.18.1,62243
192.168.18.4,192.168.18.1,56086
192.168.18.4,192.168.18.1,56103
192.168.18.4,192.168.18.1,58693
192.168.18.4,23.46.84.175,52298
192.168.18.4,192.168.18.1,50237
192.168.18.4,192.168.18.1,56115
192.168.18.4,192.168.18.1,61246
192.168.18.4,23.46.84.175,50487
192.168.18.4,192.168.18.1,55012
192.168.18.4,192.168.18.1,60795
192.168.18.4,192.168.18.1,54661
192.168.18.4,192.168.18.1,57962
192.168.18.4,192.168.18.1,53660
192.168.18.4,192.168.18.1,54325
192.168.18.4,192.168.18.1,61500
192.168.18.4,192.168.18.1,56549
192.168.18.4,192.168.18.1,65393
192.168.18.4,192.168.18.1,60232
192.168.18.4,192.168.18.1,59515
192.168.18.4,192.168.18.1,56112
192.168.18.4,192.168.18.1,51872
192.168.18.4,192.168.18.1,62448
192.168.18.4,104.18.34.190,63173
192.168.18.4,192.168.18.1,52810
192.168.18.4,192.168.18.1,58851
192.168.18.4,34.107.254.252,49234
192.168.18.4,192.168.18.1,55565
192.168.18.4,192.168.18.1,49282
192.168.18.4,52.222.132.5,65439
192.168.18.4,192.168.18.1,58780
192.168.18.4,192.168.18.1,60404
192.168.18.4,65.8.202.78,61739
192.168.18.4,192.168.18.1,64440
192.168.18.4,192.168.18.1,57675
192.168.18.4,104.17.109.19,60244
192.168.18.4,172.64.153.66,59209
192.168.18.4,192.168.18.1,60617
192.168.18.4,192.168.18.1,51557
192.168.18.4,152.70.60.241,58142
192.168.18.4,192.168.18.1,51000
192.168.18.4,192.168.18.1,50300
192.168.18.4,192.168.18.1,64237
192.168.18.4,192.168.18.1,52744
192.168.18.4,192.168.18.1,51389
192.168.18.4,192.168.18.1,53544
192.168.18.4,95.100.109.97,62727
192.168.18.4,192.168.18.1,60360
192.168.18.4,192.168.18.1,65444
192.168.18.4,192.168.18.1,64880
192.168.18.4,192.168.18.1,55044
192.168.18.4,192.168.18.1,54816
192.168.18.4,192.168.18.1,65502
192.168.18.4,192.168.18.1,49517
192.168.18.4,192.168.18.1,56670
192.168.18.4,192.168.18.1,49233
192.168.18.4,192.168.18.1,60243
192.168.18.4,192.168.18.1,49520
192.168.18.4,192.168.18.1,58686
192.168.18.4,192.168.18.1,65164
192.168.18.4,192.168.18.1,50160
192.168.18.4,192.168.18.1,65382
192.168.18.4,192.168.18.1,63238
192.168.18.4,192.168.18.1,64730
192.168.18.4,192.168.18.1,49339
192.168.18.4,192.168.18.1,55874
192.168.18.4,192.168.18.1,49954
192.168.18.4,192.168.18.1,51809
192.168.18.4,192.168.18.1,62519
192.168.18.4,192.168.18.1,50829
192.168.18.4,192.168.18.1,50166
192.168.18.4,192.168.18.1,53574
192.168.18.4,192.168.18.1,63844
192.168.18.4,2.19.54.74,59269
192.168.18.4,192.168.18.1,60551
192.168.18.4,192.168.18.1,53843
192.168.18.4,192.168.18.1,58316
192.168.18.4,192.168.18.1,51645
192.168.18.4,192.168.18.1,63686
192.168.18.4,192.168.18.1,57960
192.168.18.4,192.168.18.1,63367
192.168.18.4,192.168.18.1,62297
192.168.18.4,192.168.18.1,59210
192.168.18.4,192.168.18.1,51695
192.168.18.4,192.168.18.1,55047
192.168.18.4,192.168.18.1,64303
192.168.18.4,2.18.188.91,57911
192.168.18.4,152.70.60.241,58142
192.168.18.4,192.168.18.1,57356
192.168.18.4,192.168.18.1,55341
192.168.18.4,193.123.32.116,64001
192.168.18.4,193.123.32.116,64001
192.168.18.4,193.123.32.116,64001
192.168.18.4,172.64.149.20,64003
192.168.18.4,104.18.38.236,64004
192.168.18.4,23.46.84.175,60808
192.168.18.4,13.224.83.117,49460
192.168.18.4,23.46.84.175,60027
192.168.18.4,23.46.84.175,62390
192.168.18.4,193.123.32.116,64001
192.168.18.4,95.100.109.97,58672
192.168.18.4,2.19.54.74,63906
192.168.18.4,192.168.18.1,57570
192.168.18.4,192.168.18.1,64547
192.168.18.4,192.168.18.1,54759
192.168.18.4,192.168.18.1,62322
192.168.18.4,192.168.18.1,51737
192.168.18.4,192.168.18.1,61575
192.168.18.4,95.100.109.80,57945
192.168.18.4,192.168.18.1,56427
192.168.18.4,192.168.18.1,62054
192.168.18.4,193.123.32.116,64001
192.168.18.4,158.101.223.79,62791
192.168.18.4,158.101.223.79,62791
192.168.18.4,192.168.18.1,63358
192.168.18.4,192.168.18.1,64498
192.168.18.4,192.168.18.1,62311
192.168.18.4,158.101.223.79,62791
192.168.18.4,172.64.149.20,62312
192.168.18.4,104.18.38.236,62313
192.168.18.4,192.168.18.1,49992
192.168.18.4,192.168.18.1,64094
192.168.18.4,151.101.132.159,57885
192.168.18.4,192.168.18.1,62753
192.168.18.4,192.168.18.1,49461
192.168.18.4,172.64.151.110,54818
192.168.18.4,162.159.140.229,52694
192.168.18.4,192.168.18.1,55318
192.168.18.4,192.168.18.1,52662
192.168.18.4,172.66.0.227,64888
192.168.18.4,192.168.18.1,49315
192.168.18.4,192.168.18.1,53695
192.168.18.4,52.38.240.55,64421
192.168.18.4,158.101.223.79,62791
192.168.18.4,158.101.223.79,62791
192.168.18.4,143.47.187.31,56176
192.168.18.4,143.47.187.31,56176
192.168.18.4,143.47.187.31,56176
192.168.18.4,192.168.18.1,61591
192.168.18.4,192.168.18.1,54326
192.168.18.4,143.47.187.31,56176
192.168.18.4,172.64.149.20,54327
192.168.18.4,104.18.38.236,54328
192.168.18.4,192.168.18.1,56085
192.168.18.4,192.168.18.1,49499
192.168.18.4,192.168.18.1,60890
192.168.18.4,192.168.18.1,49490
192.168.18.4,192.168.18.1,64938
192.168.18.4,192.168.18.1,57465
192.168.18.4,192.168.18.1,52078
192.168.18.4,192.168.18.1,52283
192.168.18.4,192.168.18.1,54137
192.168.18.4,192.168.18.1,60115
192.168.18.4,192.168.18.1,62809
192.168.18.4,192.168.18.1,53285
192.168.18.4,192.168.18.1,63167
192.168.18.4,192.168.18.1,52750
192.168.18.4,142.251.140.225,52380
192.168.18.4,192.168.18.1,60374
192.168.18.4,192.168.18.1,51224
192.168.18.4,192.168.18.1,59513
192.168.18.4,192.168.18.1,61666
192.168.18.4,143.47.187.31,56176
192.168.18.4,192.168.18.1,60914
192.168.18.4,192.168.18.1,49976
192.168.18.4,192.168.18.1,52177
192.168.18.4,192.168.18.1,59591
192.168.18.4,192.168.18.1,58914
192.168.18.4,192.168.18.1,53572
192.168.18.4,193.123.32.111,53743
192.168.18.4,193.123.32.111,53743
192.168.18.4,193.123.32.111,53743
192.168.18.4,193.123.32.111,53743
192.168.18.4,192.168.18.1,49408
192.168.18.4,192.168.18.1,54056
192.168.18.4,192.168.18.1,62239
192.168.18.4,192.168.18.1,56839
192.168.18.4,193.123.32.111,53743
192.168.18.4,192.168.18.1,59661
192.168.18.4,192.168.18.1,53002
192.168.18.4,172.64.149.20,53003
192.168.18.4,104.18.38.236,53004
192.168.18.4,192.168.18.1,55753
192.168.18.4,192.168.18.1,61616
192.168.18.4,192.168.18.1,61956
192.168.18.4,192.168.18.1,63701
192.168.18.4,192.168.18.1,53155
192.168.18.4,192.168.18.1,59302
192.168.18.4,172.64.151.110,61458
192.168.18.4,192.168.18.1,64126
192.168.18.4,192.168.18.1,60047
192.168.18.4,172.66.0.227,54001
192.168.18.4,151.101.130.146,52181
192.168.18.4,192.168.18.1,62483
192.168.18.4,192.168.18.1,52740
192.168.18.4,192.168.18.1,56929
192.168.18.4,192.168.18.1,57786
192.168.18.4,192.168.18.1,64366
192.168.18.4,192.168.18.1,54788
192.168.18.4,52.38.240.55,60587
192.168.18.4,20.44.10.122,60588
192.168.18.4,192.168.18.1,56695
192.168.18.4,192.168.18.1,65065
192.168.18.4,192.168.18.1,64273
192.168.18.4,192.168.18.1,55659
192.168.18.4,172.64.149.20,55660
192.168.18.4,104.18.38.236,55661
192.168.18.4,192.168.18.1,64311
192.168.18.4,192.168.18.1,64894
192.168.18.4,192.168.18.1,49693
192.168.18.4,192.168.18.1,59571
192.168.18.4,192.168.18.1,54682
192.168.18.4,192.168.18.1,62345
192.168.18.4,172.64.149.20,62346
192.168.18.4,104.18.38.236,62347
192.168.18.4,192.168.18.1,50919
192.168.18.4,192.168.18.1,53646
192.168.18.4,192.168.18.1,58724
192.168.18.4,192.168.18.1,61003
192.168.18.4,192.168.18.1,56896
192.168.18.4,192.168.18.1,59514
192.168.18.4,192.168.18.1,64667
192.168.18.4,192.168.18.1,56793
192.168.18.4,192.168.18.1,50839
192.168.18.4,192.168.18.1,53425
192.168.18.4,192.168.18.1,62618
192.168.18.4,192.168.18.1,56528
192.168.18.4,192.168.18.1,65128
192.168.18.4,216.239.34.157,56916
192.168.18.4,192.168.18.1,58543
192.168.18.4,192.168.18.1,50359
192.168.18.4,192.168.18.1,56243
192.168.18.4,192.168.18.1,63296
192.168.18.4,192.168.18.1,60758
192.168.18.4,216.239.34.157,55530
192.168.18.4,192.168.18.1,56003
192.168.18.4,192.168.18.1,55730
192.168.18.4,192.178.25.118,64959
192.168.18.4,192.168.18.1,58651
192.168.18.4,192.168.18.1,64110
192.168.18.4,192.168.18.1,61689
192.168.18.4,192.168.18.1,64354
192.168.18.4,192.168.18.1,50160
192.168.18.4,192.168.18.1,53576
192.168.18.4,51.124.78.146,53577
192.168.18.4,192.168.18.1,54671
192.168.18.4,192.168.18.1,54679
192.168.18.4,192.168.18.1,59230
192.168.18.4,192.168.18.1,63652
192.168.18.4,192.168.18.1,59002
192.168.18.4,192.168.18.1,53555
192.168.18.4,192.168.18.1,54387
192.168.18.4,192.168.18.1,60502
192.168.18.4,192.168.18.1,64926
192.168.18.4,192.168.18.1,60818
192.168.18.4,192.168.18.1,65013
192.168.18.4,192.168.18.1,61432
192.168.18.4,192.168.18.1,50791
192.168.18.4,192.168.18.1,51976
192.168.18.4,192.168.18.1,60776
192.168.18.4,192.168.18.1,58995
192.168.18.4,192.168.18.1,52868
192.168.18.4,192.168.18.1,60740
192.168.18.4,13.107.246.43,60954
192.168.18.4,192.168.18.1,52886
192.168.18.4,192.168.18.1,52308
192.168.18.4,104.208.16.90,52311
192.168.18.4,192.168.18.1,54626
192.168.18.4,192.168.18.1,58055
192.168.18.4,192.168.18.1,62501
192.168.18.4,192.168.18.1,59209
192.168.18.4,192.168.18.1,58057
192.168.18.4,192.168.18.1,63072
192.168.18.4,40.126.53.10,63073
192.168.18.4,20.190.181.23,63074
192.168.18.4,135.234.160.245,63075
192.168.18.4,172.64.149.20,63076
192.168.18.4,104.18.38.236,63077
192.168.18.4,192.168.18.1,53733
192.168.18.4,192.168.18.1,53009
192.168.18.4,192.168.18.1,63793
192.168.18.4,192.168.18.1,64048
192.168.18.4,192.168.18.1,62284
192.168.18.4,192.168.18.1,50869
192.168.18.4,192.168.18.1,56229
192.168.18.4,192.168.18.1,65281
192.168.18.4,192.168.18.1,52950
192.168.18.4,192.168.18.1,64236
192.168.18.4,192.168.18.1,64160
192.168.18.4,192.168.18.1,65139
192.168.18.4,192.168.18.1,53151
192.168.18.4,192.168.18.1,59210
192.168.18.4,192.168.18.1,55233
192.168.18.4,192.168.18.1,55426
192.168.18.4,104.18.38.236,55427
192.168.18.4,172.64.149.20,55428
192.168.18.4,192.168.18.1,61393
192.168.18.4,192.168.18.1,63151
192.168.18.4,192.168.18.1,49663
192.168.18.4,192.168.18.1,57528
192.168.18.4,192.168.18.1,58033
192.168.18.4,192.168.18.1,64499
192.168.18.4,192.168.18.1,64178
192.168.18.4,192.168.18.1,62117
192.168.18.4,192.168.18.1,50160
192.168.18.4,192.168.18.1,64525
192.168.18.4,192.168.18.1,58582
192.168.18.4,104.18.36.146,56107
192.168.18.4,192.168.18.1,60884
192.168.18.4,192.168.18.1,64711
192.168.18.4,162.159.140.229,64217
192.168.18.4,192.168.18.1,59976
192.168.18.4,192.168.18.1,54114
192.168.18.4,151.101.2.146,49918
192.168.18.4,192.168.18.1,61005
192.168.18.4,192.168.18.1,62554
192.168.18.4,192.168.18.1,60748
192.168.18.4,192.168.18.1,56380
192.168.18.4,16.145.118.112,57040
192.168.18.4,192.168.18.1,49463
192.168.18.4,192.168.18.1,63598
192.168.18.4,104.18.38.236,63599
192.168.18.4,172.64.149.20,63600
192.168.18.4,192.168.18.1,52287
